epoch,step,train_acc_epoch,train_auc_epoch,train_f1_epoch,train_loss_epoch,train_loss_step,train_prec_epoch,train_rec_epoch,val_acc,val_auc,val_f1,val_loss,val_prec,val_rec
0,99,,,,,0.707488477230072,,,,,,,,
0,199,,,,,0.7136249542236328,,,,,,,,
0,299,,,,,0.5502479076385498,,,,,,,,
0,399,,,,,0.6936638355255127,,,,,,,,
0,499,,,,,0.6666322946548462,,,,,,,,
0,599,,,,,0.695152997970581,,,,,,,,
0,699,,,,,0.6983454823493958,,,,,,,,
0,799,,,,,0.6584434509277344,,,,,,,,
0,899,,,,,0.7490400075912476,,,,,,,,
0,999,,,,,0.5743008852005005,,,,,,,,
0,1099,,,,,0.6461418867111206,,,,,,,,
0,1199,,,,,0.6396457552909851,,,,,,,,
0,1299,,,,,0.6194230914115906,,,,,,,,
0,1399,,,,,0.6680954098701477,,,,,,,,
0,1499,,,,,0.6501519680023193,,,,,,,,
0,1599,,,,,0.5854407548904419,,,,,,,,
0,1699,,,,,0.6393449902534485,,,,,,,,
0,1799,,,,,0.5915093421936035,,,,,,,,
0,1899,,,,,0.6875259876251221,,,,,,,,
0,1999,,,,,0.6074106693267822,,,,,,,,
0,2099,,,,,0.6900041699409485,,,,,,,,
0,2199,,,,,0.7492823600769043,,,,,,,,
0,2299,,,,,0.637053370475769,,,,,,,,
0,2399,,,,,0.7316223382949829,,,,,,,,
0,2499,,,,,0.6016013622283936,,,,,,,,
0,2599,,,,,0.6251295804977417,,,,,,,,
0,2699,,,,,0.6522735357284546,,,,,,,,
0,2799,,,,,0.6466527581214905,,,,,,,,
0,2899,,,,,0.7445915937423706,,,,,,,,
0,2999,,,,,0.5532498359680176,,,,,,,,
0,3099,,,,,0.6633642911911011,,,,,,,,
0,3199,,,,,0.7793770432472229,,,,,,,,
0,3299,,,,,0.7157438397407532,,,,,,,,
0,3399,,,,,0.5814870595932007,,,,,,,,
0,3499,,,,,0.504863977432251,,,,,,,,
0,3599,,,,,0.6075071096420288,,,,,,,,
0,3699,,,,,0.6630665063858032,,,,,,,,
0,3799,,,,,0.6505382061004639,,,,,,,,
0,3899,,,,,0.6762431859970093,,,,,,,,
0,3999,,,,,0.6720777153968811,,,,,,,,
0,4099,,,,,0.5702494382858276,,,,,,,,
0,4199,,,,,0.6710130572319031,,,,,,,,
0,4299,,,,,0.7657124400138855,,,,,,,,
0,4399,,,,,0.5787022113800049,,,,,,,,
0,4499,,,,,0.5350977182388306,,,,,,,,
0,4599,,,,,0.6488257646560669,,,,,,,,
0,4699,,,,,0.8595598936080933,,,,,,,,
0,4799,,,,,0.6220754384994507,,,,,,,,
0,4899,,,,,0.7295359373092651,,,,,,,,
0,4999,,,,,0.6334955096244812,,,,,,,,
0,5099,,,,,0.7225240468978882,,,,,,,,
0,5199,,,,,0.6721357703208923,,,,,,,,
0,5299,,,,,0.6832739114761353,,,,,,,,
0,5399,,,,,0.609761118888855,,,,,,,,
0,5499,,,,,0.6719407439231873,,,,,,,,
0,5599,,,,,0.5792800188064575,,,,,,,,
0,5699,,,,,0.7191280126571655,,,,,,,,
0,5799,,,,,0.7219980955123901,,,,,,,,
0,5899,,,,,0.5098062753677368,,,,,,,,
0,5999,,,,,0.5838451385498047,,,,,,,,
0,6099,,,,,0.6334975957870483,,,,,,,,
0,6199,,,,,0.6391412019729614,,,,,,,,
0,6299,,,,,0.6518122553825378,,,,,,,,
0,6399,,,,,0.5313042998313904,,,,,,,,
0,6499,,,,,0.6062968969345093,,,,,,,,
0,6599,,,,,0.6273924112319946,,,,,,,,
0,6699,,,,,0.6316418647766113,,,,,,,,
0,6799,,,,,0.6587182879447937,,,,,,,,
0,6899,,,,,0.5726265907287598,,,,,,,,
0,6999,,,,,0.6686812043190002,,,,,,,,
0,7099,,,,,0.6443378925323486,,,,,,,,
0,7199,,,,,0.6002517938613892,,,,,,,,
